"PG.ProteinAccessions","NT01","NT02","NT04","NT05","NT06","NT07","NT08","NT10","NT11","NT18","NT19","NT20","NT21","NT22","NT23","NT25","NT26","NT27","NT28","NT30","NT31","NT32","NT33","NT34","NT35","NT36","NT37","NT38","NT39","NT40","NT41","NT42","NT44","NT45","NT47","NT48","NT49"
"A0A075B6K0;P01717;P01718","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"A0A075B6K5;P80748","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"P02533","56010.421880000002","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","18584.623049999998","40752.769529999998","33732.238279999998","269307.875","36380.964840000001","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","137395.20310000001","NaN","NaN","NaN","NaN","45867.300779999998","72562.640629999994","NaN","NaN"
"P02538;P48668","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"P02545","136308.3125","80185.539059999996","1231583.5","594695.875","282074.1875","227352","177197.4688","575348.9375","474528.125","1077399.125","394703.09379999997","589059.6875","6120079","94150.25","151338.39060000001","104192.7656","188752.67189999999","328234.96879999997","450875.9375","151884.625","249424.3438","305857.4375","14681.0293","1607667","117653.50780000001","228301.17189999999","152632.51560000001","203750.4688","723689.5625","149109.85939999999","606659.9375","485431.1875","825310.25","848171.875","583678.5625","62498.125","33962.707029999998"
"P02549","NaN","179368.20310000001","97276.953129999994","213270.3438","70923.765629999994","NaN","31658.041020000001","11846.54004","NaN","NaN","19302.078130000002","92920.9375","5644352.5","16444.603520000001","76575.3125","188045.45310000001","9633.8925780000009","36823.746090000001","95533.28125","16478.095700000002","10356.541020000001","17089.816409999999","NaN","NaN","89171.3125","129614.0156","NaN","46860.046880000002","NaN","94970.4375","NaN","32344.761719999999","29198.199219999999","NaN","74311.53125","188525.9063","6854.0576170000004"
"P02647","472533.9375","40108.84375","38611.734380000002","177422.375","41489.21875","75041.265629999994","69325.570309999996","189483.45310000001","NaN","42165.953130000002","50899.679689999997","200516.7188","NaN","91004.265629999994","67056.515629999994","35542.128909999999","96517.140629999994","45220.871090000001","261309.70310000001","70712.320309999996","84959.28125","79648.03125","48962.296880000002","83664.421879999994","126448.4063","24940.16992","173830.8438","52279.105470000002","86831.695309999996","80685.890629999994","50623.085939999997","41336.195310000003","115750.4531","71744.226559999996","103100.8125","29345.710940000001","119474.0156"
"P02649","107023.7656","38017.402340000001","NaN","301071.59379999997","85935.625","NaN","NaN","83556.640629999994","NaN","77341.171879999994","NaN","431441.5","NaN","94975.140629999994","NaN","34986.253909999999","179647.4375","68907.6875","235927.92189999999","83518.078129999994","NaN","NaN","140637.7813","NaN","383888.21879999997","37607.058590000001","120614.4063","94527.75","71689.171879999994","377810.90629999997","86394.90625","73584.890629999994","NaN","NaN","436714.875","91719.851559999996","94636.460940000004"
"P02656","227367.0313","NaN","37408.941409999999","277466.46879999997","23429.691409999999","42095.015630000002","39736.957029999998","220222.60939999999","175454.875","36076.371090000001","36915.011720000002","245108.125","658795.125","129253.25","36209.894529999998","NaN","68213.429690000004","80926.992190000004","264593.3125","59273.46875","62467.121090000001","96132.695309999996","NaN","51378.453130000002","112781.4531","66200.046879999994","76559.109379999994","23396.623049999998","180176.54689999999","31479.726559999999","43890.628909999999","91415.9375","662940.9375","39979.398439999997","146529","34811.960939999997","97077.320309999996"
"P02671","225081.07810000001","NaN","NaN","312306.09379999997","NaN","NaN","NaN","NaN","NaN","46461.136720000002","NaN","114088.1563","182779.76560000001","68203.585940000004","NaN","NaN","NaN","NaN","102127.02340000001","49454.746090000001","NaN","NaN","NaN","NaN","24479.353520000001","NaN","NaN","NaN","NaN","NaN","7630.8540039999998","NaN","NaN","NaN","292766.3125","NaN","19569.591799999998"
"P02675","212190.25","NaN","NaN","336856.5","NaN","NaN","NaN","NaN","100317.3281","49698.226560000003","66401.25","147012.5313","975664.5625","106831.11719999999","29738.146479999999","NaN","66105.59375","43954.160159999999","94809.4375","19330.140630000002","NaN","52115.160159999999","NaN","NaN","53461.484380000002","61012.417970000002","NaN","NaN","134980.57810000001","NaN","18282.460940000001","35964.355470000002","NaN","NaN","389985.5625","NaN","18357.496090000001"
"P02679","262708.9375","NaN","NaN","345497.875","NaN","43166.601560000003","NaN","17905.621090000001","65787.773440000004","18077.708979999999","85412.539059999996","141850.6563","NaN","49711.648439999997","44625.953130000002","NaN","NaN","28732.5625","110537.14840000001","51786.535159999999","NaN","43068.046880000002","NaN","NaN","NaN","28031.099610000001","NaN","NaN","171908.4688","NaN","31832.591799999998","42970.25","128886.3438","NaN","375366.53129999997","NaN","27420.73633"
"P02686","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"P02724","NaN","NaN","NaN","15754.70313","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","3425033.5","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"P02730","NaN","NaN","NaN","1196576.75","NaN","NaN","56221.582029999998","83936.601559999996","NaN","15953.05762","NaN","247055.7188","14483568","21112.738280000001","47786.042970000002","NaN","52883.207029999998","NaN","147526.73439999999","32181.054690000001","34589.589840000001","NaN","NaN","NaN","130844.14840000001","NaN","50919.996090000001","NaN","NaN","NaN","18738.8125","37054.613279999998","NaN","NaN","240632.4688","NaN","42094.546880000002"
"P02748","127951.8906","NaN","NaN","91129.335940000004","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","95037.15625","NaN","NaN","NaN","NaN","136074.0625","NaN","NaN","NaN","649347.125","NaN","71381.570309999996","NaN","NaN","NaN","NaN","750605.9375","NaN","NaN","NaN","NaN","65026.714840000001","NaN","68975.9375"
"P02749","13094.097659999999","NaN","NaN","242843.125","NaN","NaN","14090.41309","6750.4726559999999","NaN","11074.87695","25399.070309999999","111953.9531","NaN","40457.117189999997","36707.332029999998","NaN","23022.787110000001","26193.369139999999","168830.1875","55921.117189999997","NaN","48404.96875","NaN","24812.634770000001","131868.92189999999","24124.458979999999","24780.251950000002","7438.3378910000001","21499.957030000001","7271.1240230000003","NaN","35952.519529999998","84035.617190000004","NaN","77689.0625","NaN","37154.585939999997"
"P02750","NaN","66756.28125","NaN","177673.51560000001","NaN","NaN","NaN","NaN","NaN","NaN","NaN","107988.5156","NaN","NaN","NaN","NaN","NaN","NaN","187716.4063","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"P02751","79284.21875","56084.289060000003","NaN","177317.9688","61634.035159999999","90668.648440000004","81170.523440000004","94416.367190000004","130339.25","85598.625","436255.65629999997","177382.1563","16771847","82010.5","69949.9375","60174.265630000002","258870.4688","36106.464840000001","241695.92189999999","54145.199220000002","97705.890629999994","58580.0625","NaN","79212.367190000004","127985.39840000001","69094.148440000004","72276.578129999994","82302.203129999994","153446.8125","NaN","51249.441409999999","33992.515630000002","NaN","66101.507809999996","246179.9688","76733.835940000004","71411.367190000004"
"P02753","45363.425779999998","173878.6563","NaN","102340.10159999999","60254.503909999999","NaN","14749.91309","56721.90625","NaN","NaN","37133.285159999999","61601.578130000002","NaN","26956.568360000001","24176.457030000001","271235.96879999997","29490.025389999999","9812.59375","100567.6719","40181.308590000001","NaN","65559.375","NaN","NaN","137838.26560000001","14871.34863","90821.335940000004","NaN","NaN","NaN","NaN","NaN","24680.404299999998","NaN","62717.191409999999","NaN","67216.796879999994"
"P02763","NaN","NaN","NaN","198691.375","NaN","NaN","NaN","NaN","NaN","NaN","NaN","247917.4688","NaN","NaN","NaN","NaN","NaN","NaN","143708.79689999999","67279.015629999994","NaN","NaN","NaN","NaN","NaN","NaN","58331.265630000002","NaN","NaN","NaN","NaN","NaN","NaN","NaN","113163.1094","NaN","NaN"
"P02765","1382980","NaN","65432.257810000003","2490615.5","65329.683590000001","23859.009770000001","301674.84379999997","516794.28129999997","560082.1875","40181.195310000003","206523.26560000001","1656378.5","14737476","367236.8125","360216.09379999997","NaN","335526.3125","96903.414059999996","2110707.5","439386.71879999997","369257.9375","414720.375","62666.890630000002","12217.58008","1269715.125","66843.304690000004","229860.3125","183332.85939999999","595456.5625","101888.9063","153979.7813","186047.3438","587944.125","125006.5781","672879.875","43404.953130000002","469534.28129999997"
"P02768","40264588","130760.91409999999","2015312","56355664","1090479","811595.0625","9658274","20447726","13327348","3929259.25","6854972","34361280","108021712","25125992","4791025","114042.75780000001","18049244","2987518.75","75573744","25120998","5652969.5","15457560","999795.0625","1347874","46589040","3206134.75","34053780","1730072.625","20181362","2464368.75","7630319.5","7313546.5","11853035","4044584.75","35839720","801556.625","30671282"
"P02771","531687","NaN","102810.33590000001","1530983.75","29375.60742","58137.371090000001","159043.51560000001","346022.6875","561265.125","159120.5","238246.01560000001","802977.6875","5946784.5","369091.875","239250.10939999999","NaN","328341.625","99260.84375","1439171.25","690348.75","317911.75","331249.875","31621.466799999998","53389.453130000002","1212278","110366.5156","728035","44294.507810000003","571387.125","69417.117190000004","135966.64060000001","365624.59379999997","377226.8125","226043.95310000001","664050.8125","22289.488280000001","354828.46879999997"
"P02774","134862.60939999999","NaN","NaN","164559.6875","NaN","NaN","41501.378909999999","68373.632809999996","NaN","NaN","15150.778319999999","97799.929690000004","NaN","37733.964840000001","44093.574220000002","NaN","25798.621090000001","NaN","NaN","24524.470700000002","25721.746090000001","32252.259770000001","NaN","NaN","103894.3906","NaN","21548.71875","33091.480470000002","58954.988279999998","NaN","NaN","19375.789059999999","NaN","NaN","74862.257809999996","NaN","49134.144529999998"
"P02775","NaN","NaN","NaN","620178","NaN","NaN","85300.828129999994","NaN","NaN","46313.671880000002","NaN","275592.375","1371347","107640.5","84224.5","70512.789059999996","NaN","NaN","94459.632809999996","77596.132809999996","NaN","36833.0625","102841.08590000001","NaN","NaN","NaN","NaN","NaN","NaN","21194.251950000002","38555.367189999997","NaN","322374.90629999997","NaN","638125.875","53220.488279999998","NaN"
"P02776","NaN","NaN","NaN","849830.375","NaN","NaN","NaN","NaN","NaN","NaN","NaN","375096.84379999997","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","612295.875","NaN","NaN"
"P02786","48450.441409999999","545307.875","354634.28129999997","3283733.75","662207.625","71274.453129999994","118781.4063","121092.13280000001","141407.76560000001","64427.796880000002","154902.3438","621974.5","168959088","102284.375","75738.765629999994","552085.3125","178835.45310000001","115557.11719999999","694724.625","159546.5313","188061.98439999999","82772.765629999994","1038024.75","467663.46879999997","281577.75","93844.101559999996","199081.01560000001","173714.32810000001","287334.8125","925448.6875","89165.84375","125420.2188","248095.26560000001","371218.3125","562036.0625","678264.375","108332.6563"
"P02787","1305945.5","86673.578129999994","123029.96090000001","2643019.75","168177.9688","86624.710940000004","279030.15629999997","831145.375","1895848.75","313685.71879999997","351736.6875","1136200","8277086.5","1043604.375","291635.1875","88578.289059999996","1439325.875","147876.6563","1988955.625","891158.0625","621886.4375","655847.3125","71751.351559999996","212555.85939999999","1456439.75","345472.71879999997","1147378","152755.70310000001","1136983.875","149251.0313","670372.3125","321171.53129999997","1050217.5","716144.0625","1104799.75","159617.89060000001","815461.75"
"P02788","2054774.75","96602.492190000004","303627.03129999997","47207204","227450.0938","NaN","847109.5625","3756608","459192.625","270009.5625","1095320.5","38635652","58181436","1175693.5","591264.9375","154222","1567592.875","267307.875","34399984","3331951","833938.875","2266871","486655.59379999997","190733.48439999999","2766900.25","334458.09379999997","1699435.25","435511.625","961102.5","355405.0625","920626.1875","985448.75","824287","365022.15629999997","13576209","444622.21879999997","2293155"
"P02792","144138.7813","431160.125","374110.78129999997","892657.1875","440831.09379999997","78657.5","159587.625","59059.4375","141623.625","292763","397952.71879999997","638829.25","3390753","453564.46879999997","431722.25","780530.75","134112.45310000001","101489.25","1891873","189240.57810000001","663045.5","89292.984379999994","226118.51560000001","184677.5625","269319.9375","85634.671879999994","209965.5313","277840.0625","95406.507809999996","79892.054690000004","208264.8438","104774.7188","355715.46879999997","58550.347659999999","705094.75","707186.875","316693.21879999997"
"P02794","134608.0313","93012.921879999994","246883.3125","494914.875","95043.28125","147194.98439999999","199736.51560000001","337256.6875","201087.35939999999","292462.75","170849.3438","490904","7768324","125016.0938","101335.58590000001","143444.67189999999","262212.71879999997","240985.875","681248.125","263196.9375","259674.3125","296219.53129999997","150626.98439999999","344511.0625","477334.1875","143836.5938","330108.25","92837.125","372360.125","158878.0938","304510.375","231344.4375","458338.3125","262245.1875","626449.75","124331.67969999999","333788.625"
"P03886","22247.193360000001","14293.494140000001","30027.310549999998","14063.621090000001","12655.860350000001","17836.769530000001","24491.730469999999","33739.597659999999","NaN","21101.769530000001","20193.800780000001","37024.664060000003","NaN","27548.230469999999","19381.916020000001","16232.91992","23436.025389999999","13870.002930000001","18800.273440000001","19567.251950000002","NaN","16777.207030000001","16551.25","16654.744139999999","13329.806640000001","18631.345700000002","12841.297850000001","14064.54199","NaN","NaN","21812.556639999999","22969.369139999999","NaN","22975.203130000002","NaN","13242.572270000001","NaN"
"P03915","54068.644529999998","NaN","59206.652340000001","NaN","79860.085940000004","19688.074219999999","95244.203129999994","70539.492190000004","49184.269529999998","73939.507809999996","NaN","NaN","NaN","90786.976559999996","NaN","74146.304690000004","NaN","NaN","NaN","NaN","NaN","NaN","NaN","79494.28125","NaN","94434.359379999994","NaN","NaN","NaN","NaN","107231.58590000001","76000.570309999996","53068.460939999997","112156.25780000001","101052.8281","NaN","34301.796880000002"
"P03986;P0CF51","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"P04004","74782.96875","27802.066409999999","NaN","148678.8438","112650.5938","NaN","17467.466799999998","41697.734380000002","39381.335939999997","23800.384770000001","15776.47363","70060.789059999996","NaN","46989.785159999999","NaN","20057.650389999999","38052.980470000002","13724.18262","142449.9375","50608.578130000002","NaN","14498.44238","1555699","NaN","92990.929690000004","8608.6025389999995","72214.585940000004","496127.625","7619.2768550000001","1377337.25","14807.37695","18527.490229999999","23532.521479999999","NaN","90508.726559999996","132189.375","73582.820309999996"
"P04040","1853926.5","352292.71879999997","496510.75","4587787","413375.1875","912726.4375","1460627.625","794261.75","908851.3125","788405.9375","884371.5625","5183655","14404205","1069021","1288735.125","298013.34379999997","1052705.25","724681.375","2614239.25","1044406.938","1419812.75","603760.25","223353.375","349414.21879999997","633768.375","841491.0625","484665.875","207936.73439999999","1086270.125","226872.60939999999","1296604.75","688163.25","1201708.375","311022.3125","1992509.5","234739.39060000001","770508.875"
"P04049","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"P04049;P15056","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"P04053","253865.6563","431911.28129999997","33117.230470000002","NaN","475667.03129999997","363628.90629999997","1258308.125","609730.0625","284148.5625","343735.65629999997","790603.0625","NaN","NaN","617219.375","1610080.25","362237.40629999997","462743.625","323833.875","242609.60939999999","1212789.875","438145.875","579707.5","52688.460939999997","26513.066409999999","142235.5625","1634130.5","259716.9688","32673.128909999999","387949.875","48952.195310000003","217987.48439999999","466573.65629999997","1154554","67385.15625","81212.9375","232419.35939999999","147364.73439999999"
"P04062","198680.35939999999","127496.5","193149.23439999999","307081.0625","149371.82810000001","228999.875","215597.1875","283457.96879999997","363078.84379999997","159965.5","204072.9688","222769.5938","4596829","230676.8438","202977.2813","144466.76560000001","207537.85939999999","158141.6875","377411.71879999997","213540.8438","165632.5","272878.78129999997","165046.1875","243111.89060000001","127989.78909999999","152636.7188","426033.375","115161.0938","267806.625","179504.4688","155194.92189999999","123706.60159999999","572064.375","485414.1875","127786.03909999999","109599.24219999999","156023.2188"
"P04066","330539.75","14590.36816","65054.828130000002","168072.5625","NaN","319602.96879999997","88424.976559999996","301074.65629999997","54613.3125","305538.21879999997","244974.82810000001","194081.95310000001","NaN","390317.46879999997","90668.71875","NaN","66765.546879999994","239476.2188","263419.1875","77835.796879999994","279082.5625","249382.70310000001","NaN","71837.53125","61347.65625","51331.316409999999","96341.359379999994","27943.054690000001","149381.60939999999","NaN","118913.1719","116967.3906","195396.54689999999","52085.632810000003","96591.210940000004","NaN","150374.5313"
"P04075","2194055.25","3734641.25","3498526.25","3995366","3653223.5","2316670","1989048","2176143","1764014.75","2601471.75","1843321.5","3914397.75","14068883","2443351.75","2784877","3575268","2591979","2612665.25","2111106.5","1950017.625","2779117.5","1997493.5","2653841.75","2428404.5","2912168.75","1986645.375","2729198.5","3241481","2549259.5","1997091.875","2335920.75","2900005.5","2372962","2573974","2914406.5","3470988.25","1982299.375"
"P04080","357085.3125","164721.98439999999","65780.945309999996","193614.1875","124823.71090000001","193987.0625","78033.53125","291785","266205.1875","355650.46879999997","175275.4063","171851.9063","25818576","83976.90625","105430.2969","129877.8594","38419.300779999998","99593.53125","67448.835940000004","53710.660159999999","390242.65629999997","26725.837889999999","167738.07810000001","70672.46875","205736.4688","68725.367190000004","125604.2344","176432.45310000001","538769.875","170799.29689999999","148720.2813","32131.453130000002","46813.574220000002","713154.375","156311.2188","133194.67189999999","146150.9375"
"P04083","196309.2188","NaN","2274504.5","3408604","NaN","119461.46090000001","424282.875","117771.41409999999","2163112","8602.6425780000009","119077.2656","3607720.75","36571992","81138.015629999994","188032.42189999999","NaN","149415.98439999999","514363.90629999997","1768458.5","369815.09379999997","532410.375","10672.18262","125109.28909999999","1809172.75","1003985.438","350515.15629999997","592001.9375","3252293.5","605399.5625","128890.64840000001","343000","383115.84379999997","1071074.125","2709058.75","1722792.75","NaN","72264.25"
"P04114","183178.04689999999","91092.398440000004","145259.73439999999","525669.75","69795.804690000004","240585.6875","90864.875","121688.99219999999","172434.8438","141351.32810000001","168101.1563","736505.75","13557895","157190.4375","207536.26560000001","88380.390629999994","361475.53129999997","108599.2656","277083.5","110198.5","133451.26560000001","130810.5781","69801.179690000004","137299.14060000001","619461","206557.125","130574.6094","216950.70310000001","164330.625","87099.671879999994","132071.9063","134695.5313","222701.3438","131383.875","691872.875","87643.78125","203536.89060000001"
"P04150","131644.2813","30693.599610000001","61292.046880000002","58060.449220000002","30972.208979999999","191124.75","315685.46879999997","114840.72659999999","160458.82810000001","147690.4063","68029.46875","65255.289060000003","NaN","75076.101559999996","209552.60939999999","50054.734380000002","168791.75","108060.61719999999","177708.0938","269554.0625","102844.82030000001","87229.734379999994","42632.726560000003","43790.601560000003","44936.914060000003","134614.45310000001","44127.828130000002","49096.554689999997","178961.95310000001","21402.291020000001","202271.6563","91428.5625","410723.21879999997","42589.34375","62800.828130000002","38794.617189999997","183639.9375"
"P04156","NaN","27618.230469999999","NaN","NaN","23965.650389999999","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","11075.119140000001","25790.337889999999","NaN","NaN","NaN","NaN","NaN","NaN","58319.632810000003","6462.4960940000001","11837.271479999999","NaN","NaN","54327.179689999997","NaN","44163.558590000001","NaN","9036.9560550000006","NaN","NaN","NaN","8257.9267579999996","NaN"
"P04179","290132.84379999997","172316.39060000001","140541.92189999999","613209.375","183732.6875","454841.96879999997","511441.8125","513189.90629999997","467782.875","640661.6875","585426.4375","376997","6760634","531099.3125","450236.625","144283.4375","313100.75","188750.75","811002.6875","391150.90629999997","298089.0625","468598.0625","306456.4375","166788.95310000001","301083.8125","309040.09379999997","292593.375","269023.875","433670.5","266396.09379999997","604442.875","213772.89060000001","2057502.25","172455.0313","650468.0625","154103.4688","263158.84379999997"
"P04181","20060.25","141129.5938","246737.20310000001","826715.9375","123280.1875","101313.125","52556.128909999999","23257.832030000001","167547.9688","20045.13867","146210.9375","185492.3125","35718448","47181","51622.3125","118808.4688","104787.64840000001","77508.898440000004","85728.015629999994","84804.359379999994","14240.09863","17693.902340000001","306736.1875","206973.45310000001","143169.73439999999","20069.109380000002","59916.84375","NaN","61272.871090000001","266482.1875","26704.574219999999","84007.023440000004","45440.789060000003","131839.0313","241470.42189999999","110639.33590000001","90580.414059999996"
"P04183","141775.5","105342.75780000001","30914.628909999999","110496.22659999999","95502.351559999996","121197.28909999999","74523.046879999994","104106.0469","173424.76560000001","36167.796880000002","90410.46875","NaN","NaN","65476.609380000002","88405.835940000004","91658.304690000004","91132.742190000004","60792.238279999998","NaN","108200.21090000001","136808.48439999999","46543.617189999997","74455.359379999994","36363.359380000002","NaN","55198.039060000003","NaN","117731.4844","NaN","94290.945309999996","NaN","96062.28125","NaN","NaN","NaN","73700.179690000004","25795.28125"
"P04222","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"P04229","63348.3125","89738.890629999994","NaN","NaN","85303.8125","76419.4375","NaN","NaN","96168.179690000004","NaN","NaN","NaN","NaN","NaN","NaN","58147.847659999999","58650.023439999997","NaN","NaN","NaN","42278.6875","NaN","NaN","13928.72949","42328.488279999998","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","43516.070310000003","52134.964840000001"
"P04233","487507.34379999997","180502.57810000001","NaN","126118.28909999999","166075.76560000001","689064.125","379259.5625","268121.375","537084.6875","367216.09379999997","314682.25","110718.5313","2680846","464938.1875","214825.625","134663.9063","408950.34379999997","171996.7813","165031.125","284385","284035.375","214759.92189999999","NaN","NaN","65638.648440000004","231830.875","40384.011720000002","NaN","568563.875","NaN","238376.89060000001","156955.98439999999","430921.34379999997","5873.6298829999996","152471.2813","241791.2813","323541.0625"
